,Indicator,NFHS-5,NFHS-4
53,Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),(97.1),81.8
54,Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),(29.0),na
55,Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),(55.6),na
56,Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),(97.1),72.5
57,Children age 9-35 months who received a vitamin A dose in the last 6 months (%),73.2,73.1
58,Children age 12-23 months who received most of their vaccinations in a public health facility (%),(91.1),95.1
59,Children age 12-23 months who received most of their vaccinations in a private health facility (%),(8.9),4.9
60,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),5.6,11.8
61,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,(62.5)
62,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,(33.7)
63,Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,(76.7)
64,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),1.4,4.2
65,Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility orhealth provider (%),(67.0),(81.5)
66,Children under age 3 years breastfed within one hour of birth (%),59.6,46.0
67,Children under age 6 months exclusively breastfed (%),*,*
68,Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,*
69,Breastfeeding children age 6-23 months receiving an adequate diet (%),(12.7),19.0
70,Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,(55.8)
71,Total children age 6-23 months receiving an adequate diet (%),19.8,31.2
72,Children under 5 years who are stunted (height-for-age) (%),23.9,31.8
73,Children under 5 years who are wasted (weight-for-height) (%),12.4,16.3
74,Children under 5 years who are severely wasted (weight-for-height) (%),3.4,3.0
75,Children under 5 years who are underweight (weight-for-age) (%),20.5,28.6
76,Children under 5 years who are overweight (weight-for-height) (%),0.0,2.8
77,Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),17.2,18.6
78,Women who are overweight or obese (BMI ≥25.0 kg/m) (%),37.0,24.6
79,Women who have high risk waist-to-hip ratio (≥0.85) (%),45.0,na
80,Children age 6-59 months who are anaemic (<11.0 g/dl) (%),73.4,57.1
81,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),62.6,62.7
82,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),*,(69.2)
83,All women age 15-49 years who are anaemic (%),62.5,62.9
84,All women age 15-19 years who are anaemic (%),67.2,61.8
85,Women - Blood sugar level - high (141-160 mg/dl)(%),6.6,na
86,Women - Blood sugar level - very high (>160 mg/dl)(%),9.2,na
87,Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),17.7,na
88,Men - Blood sugar level - high (141-160 mg/dl)(%),6.7,na
89,Men - Blood sugar level - very high (>160 mg/dl) (%),11.7,na
90,Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),19.9,na
91,Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),10.0,na
92,Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),4.2,na
93,Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to controlblood pressure (%),19.0,na
94,Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),16.6,na
95,Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),7.1,na
96,Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to controlblood pressure (%),26.1,na
97,Ever undergone a screening test for cervical cancer (%),14.7,na
98,Ever undergone a breast examination for breast cancer (%),8.8,na
99,Ever undergone an oral cavity examination for oral cancer (%),3.7,na
100,Women age 15 years and above who use any kind of tobacco (%),8.8,na
101,Men age 15 years and above who use any kind of tobacco (%),25.1,na
102,Women age 15 years and above who consume alcohol (%),0.2,na
103,Men age 15 years and above who consume alcohol (%),38.1,na
