,Indicator,NFHS-5,NFHS-4
75,Children under 5 years who are underweight (weight-for-age) (%),23.2,30.7
76,Children under 5 years who are overweight (weight-for-height) (%),8.5,5.0
77,Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),10.8,12.7
78,Women who are overweight or obese (BMI ≥25.0 kg/m) (%),39.5,23.2
79,Women who have high risk waist-to-hip ratio (≥0.85) (%),62.2,na
80,Children age 6-59 months who are anaemic (<11.0 g/dl) (%),45.9,53.3
81,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),44.4,51.2
82,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),*,(30.5)
83,All women age 15-49 years who are anaemic (%),44.2,50.7
84,All women age 15-19 years who are anaemic (%),37.7,54.4
85,Blood sugar level - high (141-160 mg/dl)(%),5.4,na
86,Blood sugar level - very high (>160 mg/dl)(%),6.5,na
87,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),13.6,na
88,Blood sugar level - high (141-160 mg/dl)(%),8.2,na
89,Blood sugar level - very high (>160 mg/dl) (%),5.9,na
90,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),15.0,na
91,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),20.0,na
92,Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),10.9,na
93,blood pressure (%),34.2,na
94,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),21.9,na
95,Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),9.8,na
96,blood pressure (%),32.9,na
97,Ever undergone a screening test for cervical cancer (%),23.2,na
98,Ever undergone a breast examination for breast cancer (%),12.3,na
99,Ever undergone an oral cavity examination for oral cancer (%),1.2,na
100,Women age 15 years and above who use any kind of tobacco (%),6.8,na
101,Men age 15 years and above who use any kind of tobacco (%),21.5,na
102,Women age 15 years and above who consume alcohol (%),1.1,na
103,Men age 15 years and above who consume alcohol (%),25.9,na
