,Indicator,NFHS_5,NFHS_4
82,Children under age 3 years breastfed within one hour of birth (%),54.2,61.9
83,Children under age 6 months exclusively breastfed (%),*,*
84,Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,*
85,Breastfeeding children age 6-23 months receiving an adequate diet (%),(20.1),(17.0)
86,Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
87,Total children age 6-23 months receiving an adequate diet (%),(21.7),25.7
88,Children under 5 years who are stunted (height-for-age) (%),20.6,25.0
89,Children under 5 years who are wasted (weight-for-height) (%),15.7,13.9
90,Children under 5 years who are severely wasted (weight-for-height) (%),6.9,2.9
91,Children under 5 years who are underweight (weight-for-age) (%),19.8,16.1
92,Children under 5 years who are overweight (weight-for-height) (%),3.0,5.5
94,Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),12.6,9.5
95,Women who are overweight or obese (BMI ≥25.0 kg/m) (%),46.4,39.2
96,Women who have high risk waist-to-hip ratio (≥0.85) (%),48.9,na
98,Children age 6-59 months who are anaemic (<11.0 g/dl) (%),68.8,45.2
99,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),57.0,54.6
100,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),*,(24.6)
101,All women age 15-49 years who are anaemic (%),57.0,53.4
102,All women age 15-19 years who are anaemic (%),62.7,58.0
105,Women - Blood sugar level - high (141-160 mg/dl)(%),6.7,na
106,Women - Blood sugar level - very high (>160 mg/dl)(%),13.2,na
107,Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),22.9,na
109,Men - Blood sugar level - high (141-160 mg/dl)(%),6.0,na
110,Men - Blood sugar level - very high (>160 mg/dl) (%),15.1,na
111,Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),24.3,na
114,Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),12.2,na
115,Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),6.5,na
117,Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),24.3,na
119,Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),18.9,na
120,Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),8.6,na
122,Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),32.0,na
124,Ever undergone a screening test for cervical cancer (%),6.8,na
125,Ever undergone a breast examination for breast cancer (%),6.8,na
126,Ever undergone an oral cavity examination for oral cancer (%),1.7,na
128,Women age 15 years and above who use any kind of tobacco (%),4.5,na
129,Men age 15 years and above who use any kind of tobacco (%),17.5,na
130,Women age 15 years and above who consume alcohol (%),0.8,na
131,Men age 15 years and above who consume alcohol (%),28.9,<s>na</s>
