,Indicator,NFHS-5,NFHS-4
42,Institutional births in public facility (%),47.2,46.3
43,Home births that were conducted by skilled health personnel (%),0.0,0.5
44,Births attended by skilled health personnel (%),100.0,97.8
45,Births delivered by caesarean section (%),60.2,37.5
46,Births in a private health facility that were delivered by caesarean section (%),68.0,46.3
47,Births in a public health facility that were delivered by caesarean section (%),51.5,28.7
48,mother's recall (%),(93.3),(49.8)
49,Children age 12-23 months fully vaccinated based on information from vaccination card only (%),(95.5),(57.7)
50,Children age 12-23 months who have received BCG (%),(97.7),(91.6)
51,Children age 12-23 months who have received 3 doses of polio vaccine (%),(93.3),(72.7)
52,Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),(95.5),(72.1)
53,Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),(97.7),(91.7)
54,Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),(41.3),na
55,Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),(72.3),na
56,Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),(93.3),(46.6)
57,Children age 9-35 months who received a vitamin A dose in the last 6 months (%),69.0,71.4
58,Children age 12-23 months who received most of their vaccinations in a public health facility (%),(90.8),(90.4)
59,Children age 12-23 months who received most of their vaccinations in a private health facility (%),(9.2),(9.6)
60,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),2.7,6.8
61,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,*
62,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,*
63,Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,*
64,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),0.0,5.9
65,health provider (%),*,(84.7)
66,Children under age 3 years breastfed within one hour of birth (%),50.9,53.8
67,Children under age 6 months exclusively breastfed (%),*,*
68,Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,*
69,Breastfeeding children age 6-23 months receiving an adequate diet (%),(0.0),(10.9)
70,Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
71,Total children age 6-23 months receiving an adequate diet (%),8.7,28.5
72,Children under 5 years who are stunted (height-for-age) (%),29.4,30.8
73,Children under 5 years who are wasted (weight-for-height) (%),12.0,12.9
74,Children under 5 years who are severely wasted (weight-for-height) (%),3.1,3.3
75,Children under 5 years who are underweight (weight-for-age) (%),22.7,22.7
76,Children under 5 years who are overweight (weight-for-height) (%),3.7,1.3
77,Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),13.5,18.9
78,Women who are overweight or obese (BMI ≥25.0 kg/m) (%),40.2,29.5
79,Women who have high risk waist-to-hip ratio (≥0.85) (%),58.8,na
80,Children age 6-59 months who are anaemic (<11.0 g/dl) (%),49.9,61.9
81,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),51.5,60.0
82,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),*,*
83,All women age 15-49 years who are anaemic (%),51.0,59.5
84,All women age 15-19 years who are anaemic (%),54.5,53.7
85,Blood sugar level - high (141-160 mg/dl)(%),6.7,na
86,Blood sugar level - very high (>160 mg/dl)(%),12.4,na
87,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),21.0,na
88,Blood sugar level - high (141-160 mg/dl)(%),7.6,na
89,Blood sugar level - very high (>160 mg/dl) (%),13.4,na
90,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),22.3,na
91,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),12.8,na
92,Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),5.8,na
93,blood pressure (%),22.1,na
94,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),15.5,na
95,Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),6.4,na
96,blood pressure (%),25.5,na
97,Ever undergone a screening test for cervical cancer (%),18.9,na
98,Ever undergone a breast examination for breast cancer (%),5.5,na
99,Ever undergone an oral cavity examination for oral cancer (%),0.2,na
100,Women age 15 years and above who use any kind of tobacco (%),0.7,na
101,Men age 15 years and above who use any kind of tobacco (%),16.3,na
102,Women age 15 years and above who consume alcohol (%),0.0,na
103,Men age 15 years and above who consume alcohol (%),17.3,na
