,Indicator,NFHS-5,NFHS-4
65,Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility orhealth provider (%),*,*
66,Children under age 3 years breastfed within one hour of birth (%),75.0,40.5
67,Children under age 6 months exclusively breastfed (%),*,*
68,Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,*
69,Breastfeeding children age 6-23 months receiving an adequate diet (%),(13.1),(16.1)
70,Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
71,Total children age 6-23 months receiving an adequate diet (%),(15.1),13.8
72,Children under 5 years who are stunted (height-for-age) (%),20.4,30.9
73,Children under 5 years who are wasted (weight-for-height) (%),18.3,18.1
74,Children under 5 years who are severely wasted (weight-for-height) (%),7.6,12.6
75,Children under 5 years who are underweight (weight-for-age) (%),21.9,17.2
76,Children under 5 years who are overweight (weight-for-height) (%),9.4,17.3
77,Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),7.4,9.4
78,Women who are overweight or obese (BMI ≥25.0 kg/m) (%),41.9,33.6
79,Women who have high risk waist-to-hip ratio (≥0.85) (%),59.5,na
80,Children age 6-59 months who are anaemic (<11.0 g/dl) (%),55.3,44.5
81,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),50.5,54.7
82,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),*,(26.2)
83,All women age 15-49 years who are anaemic (%),50.3,53.9
84,All women age 15-19 years who are anaemic (%),52.8,61.8
85,Women - Blood sugar level - high (141-160 mg/dl)(%),10.6,na
86,Women - Blood sugar level - very high (>160 mg/dl)(%),14.2,na
87,Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),27.2,na
88,Men - Blood sugar level - high (141-160 mg/dl)(%),10.7,na
89,Men - Blood sugar level - very high (>160 mg/dl) (%),8.4,na
90,Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),22.1,na
91,Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),16.0,na
92,Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),7.0,na
93,Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to controlblood pressure (%),28.8,na
94,Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),21.1,na
95,Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),7.6,na
96,Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to controlblood pressure (%),33.2,na
97,Ever undergone a screening test for cervical cancer (%),8.6,na
98,Ever undergone a breast examination for breast cancer (%),6.3,na
99,Ever undergone an oral cavity examination for oral cancer (%),1.1,na
100,Women age 15 years and above who use any kind of tobacco (%),0.7,na
101,Men age 15 years and above who use any kind of tobacco (%),8.9,na
102,Women age 15 years and above who consume alcohol (%),0.1,na
103,Men age 15 years and above who consume alcohol (%),16.1,<s>na</s>
