Indicator,NFHS-5,NFHS-4
Institutional births in public facility (%),51.4,74.1
Home births that were conducted by skilled health personnel (%),0.0,0.0
Births attended by skilled health personnel (%),100.0,100.0
Births delivered by caesarean section (%),48.5,31.2
Births in a private health facility that were delivered by caesarean section (%),68.5,53.7
Births in a public health facility that were delivered by caesarean section (%),29.6,23.3
Children age 12-23 months fully vaccinated based on information from either vaccination card ormother's recall (%),(95.9),81.9
Children age 12-23 months fully vaccinated based on information from vaccination card only (%),(97.2),81.2
Children age 12-23 months who have received BCG (%),(100.0),100.0
Children age 12-23 months who have received 3 doses of polio vaccine (%),(95.9),97.5
Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),(100.0),95.3
Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),(100.0),89.1
Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),(60.7),na
Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),(53.8),na
Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),(100.0),91.3
Children age 9-35 months who received a vitamin A dose in the last 6 months (%),64.2,74.4
Children age 12-23 months who received most of their vaccinations in a public health facility (%),(92.3),84.8
Children age 12-23 months who received most of their vaccinations in a private health facility (%),(7.8),15.2
Prevalence of diarrhoea in the 2 weeks preceding the survey (%),1.5,9.7
Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,*
Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,*
Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,*
Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),0.0,3.7
Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility orhealth provider (%),*,(78.7)
Children under age 3 years breastfed within one hour of birth (%),69.9,80.7
Children under age 6 months exclusively breastfed (%),*,*
Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,*
Breastfeeding children age 6-23 months receiving an adequate diet (%),(14.8),(22.6)
Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,(36.4)
Total children age 6-23 months receiving an adequate diet (%),19.1,28.7
Children under 5 years who are stunted (height-for-age) (%),19.4,25.6
Children under 5 years who are wasted (weight-for-height) (%),20.9,16.3
Children under 5 years who are severely wasted (weight-for-height) (%),11.2,6.1
Children under 5 years who are underweight (weight-for-age) (%),26.9,16.1
Children under 5 years who are overweight (weight-for-height) (%),2.8,15.4
Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),11.4,10.7
Women who are overweight or obese (BMI ≥25.0 kg/m) (%),37.1,27.4
Women who have high risk waist-to-hip ratio (≥0.85) (%),58.5,na
Children age 6-59 months who are anaemic (<11.0 g/dl) (%),46.5,51.0
Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),55.3,48.3
Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),*,*
All women age 15-49 years who are anaemic (%),55.4,47.6
All women age 15-19 years who are anaemic (%),64.2,43.7
Women - Blood sugar level - high (141-160 mg/dl)(%),6.4,na
Women - Blood sugar level - very high (>160 mg/dl)(%),8.3,na
Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),16.6,na
Men - Blood sugar level - high (141-160 mg/dl)(%),6.2,na
Men - Blood sugar level - very high (>160 mg/dl) (%),6.9,na
Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),16.1,na
Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),17.0,na
Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),9.0,na
Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to controlblood pressure (%),29.5,na
Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),25.7,na
Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),6.7,na
Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to controlblood pressure (%),36.1,na
Ever undergone a screening test for cervical cancer (%),15.1,na
Ever undergone a breast examination for breast cancer (%),8.7,na
Ever undergone an oral cavity examination for oral cancer (%),0.7,na
Women age 15 years and above who use any kind of tobacco (%),11.1,na
Men age 15 years and above who use any kind of tobacco (%),26.2,na
Women age 15 years and above who consume alcohol (%),0.1,na
Men age 15 years and above who consume alcohol (%),23.5,na
