,Indicator,NFHS_5,NFHS_4
61,Children age 12-23 months fully vaccinated based on information from either vaccination card or mother's recall (%),(97.1),62.1
62,Children age 12-23 months fully vaccinated based on information from vaccination card only (%),(92.6),(63.5)
63,Children age 12-23 months who have received BCG (%),(97.1),94.6
64,Children age 12-23 months who have received 3 doses of polio vaccine (%),(97.1),85.9
65,Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),(97.1),81.9
66,Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),(97.1),81.0
67,Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),(36.5),na
68,Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),(76.2),na
69,Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),(97.1),73.5
70,Children age 9-35 months who received a vitamin A dose in the last 6 months (%),64.3,90.2
71,Children age 12-23 months who received most of their vaccinations in a public health facility (%),(100.0),100.0
72,Children age 12-23 months who received most of their vaccinations in a private health facility (%),(0.0),0.0
74,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),6.0,10.8
75,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,(66.6)
76,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,(55.1)
77,Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,(74.8)
78,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),2.6,2.7
80,Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,(80.1)
82,Children under age 3 years breastfed within one hour of birth (%),61.5,48.8
83,Children under age 6 months exclusively breastfed (%),*,*
84,Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,*
85,Breastfeeding children age 6-23 months receiving an adequate diet (%),(2.5),24.6
86,Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
87,Total children age 6-23 months receiving an adequate diet (%),3.6,29.8
88,Children under 5 years who are stunted (height-for-age) (%),30.6,24.5
89,Children under 5 years who are wasted (weight-for-height) (%),14.8,34.6
90,Children under 5 years who are severely wasted (weight-for-height) (%),4.0,18.7
91,Children under 5 years who are underweight (weight-for-age) (%),25.0,34.7
92,Children under 5 years who are overweight (weight-for-height) (%),3.3,2.8
94,Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),12.6,16.1
95,Women who are overweight or obese (BMI ≥25.0 kg/m) (%),37.8,27.1
96,Women who have high risk waist-to-hip ratio (≥0.85) (%),50.3,na
98,Children age 6-59 months who are anaemic (<11.0 g/dl) (%),64.7,57.9
99,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),56.3,59.4
100,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),*,(51.1)
101,All women age 15-49 years who are anaemic (%),56.6,59.0
102,All women age 15-19 years who are anaemic (%),49.3,56.9
105,Women - Blood sugar level - high (141-160 mg/dl)(%),6.7,na
106,Women - Blood sugar level - very high (>160 mg/dl)(%),10.1,na
107,Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),18.8,na
109,Men - Blood sugar level - high (141-160 mg/dl)(%),8.0,na
110,Men - Blood sugar level - very high (>160 mg/dl) (%),12.1,na
111,Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),21.8,na
114,Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),12.3,na
115,Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),3.9,na
117,Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),19.2,na
119,Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),16.5,na
120,Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),6.2,na
122,Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),25.8,na
124,Ever undergone a screening test for cervical cancer (%),8.0,na
125,Ever undergone a breast examination for breast cancer (%),4.3,na
126,Ever undergone an oral cavity examination for oral cancer (%),0.6,na
128,Women age 15 years and above who use any kind of tobacco (%),4.8,na
129,Men age 15 years and above who use any kind of tobacco (%),17.2,na
130,Women age 15 years and above who consume alcohol (%),0.2,na
131,Men age 15 years and above who consume alcohol (%),24.2,<s>na</s>
