,Indicator,NFHS-5,NFHS-4
63,Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,*
64,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),1.4,2.7
65,Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or,(62.5),(90.6)
66,Children under age 3 years breastfed within one hour of birth (%),50.9,43.8
67,Children under age 6 months exclusively breastfed (%),*,*
68,Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,*
69,Breastfeeding children age 6-23 months receiving an adequate diet (%),(8.1),(13.6)
70,Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
71,Total children age 6-23 months receiving an adequate diet (%),12.4,30.3
72,Children under 5 years who are stunted (height-for-age) (%),27.6,30.0
73,Children under 5 years who are wasted (weight-for-height) (%),20.9,19.0
74,Children under 5 years who are severely wasted (weight-for-height) (%),8.6,8.2
75,Children under 5 years who are underweight (weight-for-age) (%),27.4,27.6
76,Children under 5 years who are overweight (weight-for-height) (%),3.1,2.6
77,Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),16.7,17.9
78,Women who are overweight or obese (BMI ≥25.0 kg/m) (%),33.5,31.3
79,Women who have high risk waist-to-hip ratio (≥0.85) (%),62.5,na
80,Children age 6-59 months who are anaemic (<11.0 g/dl) (%),82.3,60.4
81,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),62.5,66.1
82,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),*,(57.5)
83,All women age 15-49 years who are anaemic (%),62.4,65.7
84,All women age 15-19 years who are anaemic (%),64.7,82.7
85,Blood sugar level - high (141-160 mg/dl)(%),8.6,na
86,Blood sugar level - very high (>160 mg/dl)(%),12.6,na
87,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),22.7,na
88,Blood sugar level - high (141-160 mg/dl)(%),10.4,na
89,Blood sugar level - very high (>160 mg/dl) (%),14.9,na
90,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),26.5,na
91,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),12.0,na
92,Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),5.4,na
93,blood pressure (%),21.4,na
94,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),18.4,na
95,Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),6.0,na
96,blood pressure (%),28.9,na
97,Ever undergone a screening test for cervical cancer (%),11.2,na
98,Ever undergone a breast examination for breast cancer (%),5.4,na
99,Ever undergone an oral cavity examination for oral cancer (%),2.2,na
100,Women age 15 years and above who use any kind of tobacco (%),3.5,na
101,Men age 15 years and above who use any kind of tobacco (%),19.8,na
102,Women age 15 years and above who consume alcohol (%),0.4,na
103,Men age 15 years and above who consume alcohol (%),25.7,na
