,Indicator,NFHS-5,NFHS-4
51,Children age 12-23 months who have received 3 doses of polio vaccine (%),80.4,61.5
52,Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),84.0,69.9
53,Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),85.1,73.8
54,Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),23.8,na
55,Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),58.6,na
56,Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),85.1,53.4
57,Children age 9-35 months who received a vitamin A dose in the last 6 months (%),56.3,32.5
58,Children age 12-23 months who received most of their vaccinations in a public health facility (%),95.6,96.8
59,Children age 12-23 months who received most of their vaccinations in a private health facility (%),4.4,3.2
60,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),3.6,9.5
61,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,52.2
62,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,13.3
63,Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,74.7
64,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),2.2,1.9
65,health provider (%),(83.4),89.8
66,Children under age 3 years breastfed within one hour of birth (%),48.0,16.1
67,Children under age 6 months exclusively breastfed (%),61.2,77.8
68,Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,30.3
69,Breastfeeding children age 6-23 months receiving an adequate diet (%),9.7,1.5
70,Non-breastfeeding children age 6-23 months receiving an adequate diet (%),(11.8),(0.0)
71,Total children age 6-23 months receiving an adequate diet (%),10.2,1.3
72,Children under 5 years who are stunted (height-for-age) (%),22.8,33.7
73,Children under 5 years who are wasted (weight-for-height) (%),25.6,24.4
74,Children under 5 years who are severely wasted (weight-for-height) (%),12.6,9.5
75,Children under 5 years who are underweight (weight-for-age) (%),28.5,33.2
76,Children under 5 years who are overweight (weight-for-height) (%),3.4,2.4
77,Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),17.8,23.7
78,Women who are overweight or obese (BMI ≥25.0 kg/m) (%),14.4,15.4
79,Women who have high risk waist-to-hip ratio (≥0.85) (%),65.1,na
80,Children age 6-59 months who are anaemic (<11.0 g/dl) (%),82.4,51.2
81,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),59.4,43.2
82,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),46.4,40.4
83,All women age 15-49 years who are anaemic (%),58.9,43.0
84,All women age 15-19 years who are anaemic (%),63.6,43.2
85,Blood sugar level - high (141-160 mg/dl)(%),3.9,na
86,Blood sugar level - very high (>160 mg/dl)(%),2.7,na
87,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),7.3,na
88,Blood sugar level - high (141-160 mg/dl)(%),4.8,na
89,Blood sugar level - very high (>160 mg/dl) (%),2.8,na
90,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),8.5,na
91,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),6.2,na
92,Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),2.2,na
93,blood pressure (%),12.0,na
94,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),8.4,na
95,Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),1.4,na
96,blood pressure (%),11.8,na
97,Ever undergone a screening test for cervical cancer (%),0.0,na
98,Ever undergone a breast examination for breast cancer (%),0.2,na
99,Ever undergone an oral cavity examination for oral cancer (%),0.2,na
100,Women age 15 years and above who use any kind of tobacco (%),3.4,na
101,Men age 15 years and above who use any kind of tobacco (%),38.0,na
102,Women age 15 years and above who consume alcohol (%),0.4,na
103,Men age 15 years and above who consume alcohol (%),8.8,na
