Indicator,NFHS-5,NFHS-4
Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,77.0
Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),0.6,4.4
Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility orhealth provider (%),(79.4),83.8
Children under age 3 years breastfed within one hour of birth (%),40.7,26.5
Children under age 6 months exclusively breastfed (%),(67.8),72.4
Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,(42.2)
Breastfeeding children age 6-23 months receiving an adequate diet (%),5.2,2.8
Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,(2.9)
Total children age 6-23 months receiving an adequate diet (%),5.8,2.8
Children under 5 years who are stunted (height-for-age) (%),25.0,35.7
Children under 5 years who are wasted (weight-for-height) (%),14.6,12.8
Children under 5 years who are severely wasted (weight-for-height) (%),4.2,4.2
Children under 5 years who are underweight (weight-for-age) (%),20.8,25.2
Children under 5 years who are overweight (weight-for-height) (%),2.0,2.0
Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),16.6,22.7
Women who are overweight or obese (BMI ≥25.0 kg/m) (%),18.1,17.4
Women who have high risk waist-to-hip ratio (≥0.85) (%),60.6,na
Children age 6-59 months who are anaemic (<11.0 g/dl) (%),71.3,49.5
Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),54.4,27.0
Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),(43.7),30.0
All women age 15-49 years who are anaemic (%),54.1,27.1
All women age 15-19 years who are anaemic (%),53.6,29.8
Women - Blood sugar level - high (141-160 mg/dl)(%),4.2,na
Women - Blood sugar level - very high (>160 mg/dl)(%),2.9,na
Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),7.9,na
Men - Blood sugar level - high (141-160 mg/dl)(%),4.8,na
Men - Blood sugar level - very high (>160 mg/dl) (%),2.8,na
Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),8.5,na
Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),9.1,na
Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),3.1,na
Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to controlblood pressure (%),14.7,na
Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),11.7,na
Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),3.3,na
Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to controlblood pressure (%),16.5,na
Ever undergone a screening test for cervical cancer (%),1.3,na
Ever undergone a breast examination for breast cancer (%),0.4,na
Ever undergone an oral cavity examination for oral cancer (%),0.1,na
Women age 15 years and above who use any kind of tobacco (%),6.3,na
Men age 15 years and above who use any kind of tobacco (%),33.1,na
Women age 15 years and above who consume alcohol (%),0.2,na
Men age 15 years and above who consume alcohol (%),7.7,na
