,Indicator,NFHS-5,NFHS-4
47,Births in a public health facility that were delivered by caesarean section (%),5.0,5.9
48,mother's recall (%),89.3,68.0
49,Children age 12-23 months fully vaccinated based on information from vaccination card only (%),93.4,(85.7)
50,Children age 12-23 months who have received BCG (%),100.0,99.0
51,Children age 12-23 months who have received 3 doses of polio vaccine (%),90.5,75.1
52,Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),95.3,81.1
53,Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),96.5,95.2
54,Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),46.1,na
55,Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),80.3,na
56,Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),95.3,61.2
57,Children age 9-35 months who received a vitamin A dose in the last 6 months (%),73.9,61.6
58,Children age 12-23 months who received most of their vaccinations in a public health facility (%),100.0,95.7
59,Children age 12-23 months who received most of their vaccinations in a private health facility (%),0.0,0.0
60,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),5.4,2.4
61,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,*
62,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,*
63,Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,*
64,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),8.1,0.5
65,health provider (%),67.9,*
66,Children under age 3 years breastfed within one hour of birth (%),63.0,44.1
67,Children under age 6 months exclusively breastfed (%),78.2,(63.5)
68,Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),(41.6),*
69,Breastfeeding children age 6-23 months receiving an adequate diet (%),12.1,2.7
70,Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
71,Total children age 6-23 months receiving an adequate diet (%),11.1,2.5
72,Children under 5 years who are stunted (height-for-age) (%),46.0,40.2
73,Children under 5 years who are wasted (weight-for-height) (%),21.3,28.5
74,Children under 5 years who are severely wasted (weight-for-height) (%),9.0,10.6
75,Children under 5 years who are underweight (weight-for-age) (%),40.2,41.1
76,Children under 5 years who are overweight (weight-for-height) (%),3.2,0.8
77,Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),20.5,30.7
78,Women who are overweight or obese (BMI ≥25.0 kg/m) (%),10.1,9.7
79,Women who have high risk waist-to-hip ratio (≥0.85) (%),53.0,na
80,Children age 6-59 months who are anaemic (<11.0 g/dl) (%),65.1,76.3
81,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),60.1,66.1
82,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),(59.3),69.5
83,All women age 15-49 years who are anaemic (%),60.1,66.3
84,All women age 15-19 years who are anaemic (%),61.3,74.0
85,Blood sugar level - high (141-160 mg/dl)(%),4.5,na
86,Blood sugar level - very high (>160 mg/dl)(%),2.1,na
87,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),7.2,na
88,Blood sugar level - high (141-160 mg/dl)(%),4.8,na
89,Blood sugar level - very high (>160 mg/dl) (%),2.5,na
90,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),7.6,na
91,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),7.6,na
92,Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),2.9,na
93,blood pressure (%),12.6,na
94,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),10.6,na
95,Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),3.4,na
96,blood pressure (%),15.6,na
97,Ever undergone a screening test for cervical cancer (%),0.2,na
98,Ever undergone a breast examination for breast cancer (%),0.0,na
99,Ever undergone an oral cavity examination for oral cancer (%),0.0,na
100,Women age 15 years and above who use any kind of tobacco (%),19.3,na
101,Men age 15 years and above who use any kind of tobacco (%),57.0,na
102,Women age 15 years and above who consume alcohol (%),0.8,na
103,Men age 15 years and above who consume alcohol (%),16.2,na
