,Indicator,NFHS-5,NFHS-4
50,Children age 12-23 months who have received BCG (%),95.3,80.5
51,Children age 12-23 months who have received 3 doses of polio vaccine (%),88.5,54.8
52,Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),90.2,63.8
53,Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),91.9,66.3
54,Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),22.4,na
55,Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),76.4,na
56,Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),90.2,47.6
57,Children age 9-35 months who received a vitamin A dose in the last 6 months (%),74.2,38.6
58,Children age 12-23 months who received most of their vaccinations in a public health facility (%),100.0,96.1
59,Children age 12-23 months who received most of their vaccinations in a private health facility (%),0.0,1.3
60,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),6.9,8.9
61,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),(78.1),(50.4)
62,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),(46.0),(17.6)
63,Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),(89.1),(68.9)
64,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),1.8,0.7
65,health provider (%),(74.3),(79.0)
66,Children under age 3 years breastfed within one hour of birth (%),44.6,22.5
67,Children under age 6 months exclusively breastfed (%),81.6,(48.0)
68,Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,(11.0)
69,Breastfeeding children age 6-23 months receiving an adequate diet (%),6.5,3.1
70,Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
71,Total children age 6-23 months receiving an adequate diet (%),6.1,3.5
72,Children under 5 years who are stunted (height-for-age) (%),34.0,47.5
73,Children under 5 years who are wasted (weight-for-height) (%),8.6,29.9
74,Children under 5 years who are severely wasted (weight-for-height) (%),3.1,11.4
75,Children under 5 years who are underweight (weight-for-age) (%),26.6,52.0
76,Children under 5 years who are overweight (weight-for-height) (%),1.8,1.4
77,Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),17.5,37.7
78,Women who are overweight or obese (BMI ≥25.0 kg/m) (%),9.1,10.4
79,Women who have high risk waist-to-hip ratio (≥0.85) (%),70.4,na
80,Children age 6-59 months who are anaemic (<11.0 g/dl) (%),76.9,79.1
81,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),61.4,69.5
82,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),(39.7),73.5
83,All women age 15-49 years who are anaemic (%),60.5,69.7
84,All women age 15-19 years who are anaemic (%),63.3,76.2
85,Blood sugar level - high (141-160 mg/dl)(%),5.4,na
86,Blood sugar level - very high (>160 mg/dl)(%),2.8,na
87,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),8.8,na
88,Blood sugar level - high (141-160 mg/dl)(%),6.6,na
89,Blood sugar level - very high (>160 mg/dl) (%),3.3,na
90,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),10.5,na
91,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),10.0,na
92,Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),3.2,na
93,blood pressure (%),14.4,na
94,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),13.1,na
95,Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),2.4,na
96,blood pressure (%),16.5,na
97,Ever undergone a screening test for cervical cancer (%),0.0,na
98,Ever undergone a breast examination for breast cancer (%),0.0,na
99,Ever undergone an oral cavity examination for oral cancer (%),0.0,na
100,Women age 15 years and above who use any kind of tobacco (%),4.5,na
101,Men age 15 years and above who use any kind of tobacco (%),42.5,na
102,Women age 15 years and above who consume alcohol (%),0.3,na
103,Men age 15 years and above who consume alcohol (%),14.4,na
