,Indicator,NFHS-5,NFHS-4
87,Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),5.0,na
88,Men - Blood sugar level - high (141-160 mg/dl)(%),3.3,na
89,Men - Blood sugar level - very high (>160 mg/dl) (%),3.4,na
90,Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),7.2,na
91,Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),13.1,na
92,Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),5.3,na
93,Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to controlblood pressure (%),20.3,na
94,Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),15.7,na
95,Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),8.7,na
96,Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to controlblood pressure (%),25.8,na
97,Ever undergone a screening test for cervical cancer (%),1.5,na
98,Ever undergone a breast examination for breast cancer (%),0.6,na
99,Ever undergone an oral cavity examination for oral cancer (%),0.2,na
100,Women age 15 years and above who use any kind of tobacco (%),9.7,na
101,Men age 15 years and above who use any kind of tobacco (%),42.5,na
102,Women age 15 years and above who consume alcohol (%),0.3,na
103,Men age 15 years and above who consume alcohol (%),13.3,na
