,Indicator,NFHS-5,NFHS-4
68,Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,*
69,Breastfeeding children age 6-23 months receiving an adequate diet (%),11.4,5.0
70,Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,(2.8)
71,Total children age 6-23 months receiving an adequate diet (%),10.7,4.3
72,Children under 5 years who are stunted (height-for-age) (%),20.9,32.5
73,Children under 5 years who are wasted (weight-for-height) (%),13.9,13.6
74,Children under 5 years who are severely wasted (weight-for-height) (%),9.1,5.0
75,Children under 5 years who are underweight (weight-for-age) (%),19.6,19.5
76,Children under 5 years who are overweight (weight-for-height) (%),5.9,5.1
77,Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),20.0,19.3
78,Women who are overweight or obese (BMI ≥25.0 kg/m) (%),19.0,17.3
79,Women who have high risk waist-to-hip ratio (≥0.85) (%),58.9,na
80,Children age 6-59 months who are anaemic (<11.0 g/dl) (%),77.2,46.2
81,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),55.5,38.7
82,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),(50.7),(27.7)
83,All women age 15-49 years who are anaemic (%),55.4,38.3
84,All women age 15-19 years who are anaemic (%),57.0,39.9
85,Women - Blood sugar level - high (141-160 mg/dl)(%),2.9,na
86,Women - Blood sugar level - very high (>160 mg/dl)(%),2.9,na
87,Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),6.7,na
88,Men - Blood sugar level - high (141-160 mg/dl)(%),3.6,na
89,Men - Blood sugar level - very high (>160 mg/dl) (%),3.7,na
90,Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),8.2,na
91,Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),12.5,na
92,Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),5.0,na
93,Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to controlblood pressure (%),20.7,na
94,Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),18.0,na
95,Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),5.6,na
96,Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to controlblood pressure (%),25.6,na
97,Ever undergone a screening test for cervical cancer (%),0.7,na
98,Ever undergone a breast examination for breast cancer (%),0.2,na
99,Ever undergone an oral cavity examination for oral cancer (%),0.2,na
100,Women age 15 years and above who use any kind of tobacco (%),5.9,na
101,Men age 15 years and above who use any kind of tobacco (%),39.9,na
102,Women age 15 years and above who consume alcohol (%),0.7,na
103,Men age 15 years and above who consume alcohol (%),12.4,na
