,Indicator,NFHS-5,NFHS-4
44,Births attended by skilled health personnel (%),100.0,95.4
45,Births delivered by caesarean section (%),39.4,29.3
46,Births in a private health facility that were delivered by caesarean section (%),54.9,54.7
47,Births in a public health facility that were delivered by caesarean section (%),25.2,15.2
48,mother's recall (%),*,89.5
49,Children age 12-23 months fully vaccinated based on information from vaccination card only (%),*,(95.0)
50,Children age 12-23 months who have received BCG (%),*,100.0
51,Children age 12-23 months who have received 3 doses of polio vaccine (%),*,95.0
52,Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),*,92.0
53,Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),*,98.9
54,Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),*,na
55,Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),*,na
56,Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),*,87.2
57,Children age 9-35 months who received a vitamin A dose in the last 6 months (%),88.0,90.2
58,Children age 12-23 months who received most of their vaccinations in a public health facility (%),*,78.9
59,Children age 12-23 months who received most of their vaccinations in a private health facility (%),*,21.1
60,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),2.5,1.3
61,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,*
62,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,*
63,Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,*
64,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),0.0,1.4
65,provider (%),*,*
66,Children under age 3 years breastfed within one hour of birth (%),62.6,58.9
67,Children under age 6 months exclusively breastfed (%),*,*
68,Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,*
69,Breastfeeding children age 6-23 months receiving an adequate diet  (%),(8.9),(9.7)
70,Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
71,Total children age 6-23 months receiving an adequate diet  (%),(13.4),8.5
72,Children under 5 years who are stunted (height-for-age) (%),28.3,18.3
73,Children under 5 years who are wasted (weight-for-height) (%),21.4,27.7
74,Children under 5 years who are severely wasted (weight-for-height) (%),8.0,12.5
75,Children under 5 years who are underweight (weight-for-age) (%),21.0,23.9
76,Children under 5 years who are overweight (weight-for-height) (%),2.8,3.5
77,Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),13.5,12.9
78,Women who are overweight or obese (BMI ≥25.0 kg/m) (%),34.6,31.8
79,Women who have high risk waist-to-hip ratio (≥0.85) (%),49.5,na
80,Children age 6-59 months who are anaemic (<11.0 g/dl) (%),50.0,48.1
81,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),37.3,28.6
82,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),*,*
83,All women age 15-49 years who are anaemic (%),37.6,28.7
84,All women age 15-19 years who are anaemic (%),42.5,27.6
85,Blood sugar level - high (141-160 mg/dl)(%),9.4,na
86,Blood sugar level - very high (>160 mg/dl)(%),7.9,na
87,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),21.1,na
88,Blood sugar level - high (141-160 mg/dl)(%),11.1,na
89,Blood sugar level - very high (>160 mg/dl) (%),9.8,na
90,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),23.2,na
91,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),13.6,na
92,Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),3.0,na
93,blood pressure (%),27.7,na
94,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),13.5,na
95,Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),3.7,na
96,blood pressure (%),25.0,na
97,Ever undergone a screening test for cervical cancer (%),0.8,na
98,Ever undergone a breast examination for breast cancer (%),0.4,na
99,Ever undergone an oral cavity examination for oral cancer (%),0.1,na
100,Women age 15 years and above who use any kind of tobacco (%),2.5,na
101,Men age 15 years and above who use any kind of tobacco (%),16.9,na
102,Women age 15 years and above who consume alcohol (%),7.0,na
103,Men age 15 years and above who consume alcohol (%),41.1,na
