Indicator,NFHS-5,NFHS-4
Children under 5 years who are stunted (height-for-age) (%),34.6,48.6
Children under 5 years who are wasted (weight-for-height) (%),15.4,32.9
Children under 5 years who are severely wasted (weight-for-height) (%),5.4,11.3
Children under 5 years who are underweight (weight-for-age) (%),31.6,52.4
Children under 5 years who are overweight (weight-for-height) (%),2.3,1.3
Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),19.6,35.8
Women who are overweight or obese (BMI ≥25.0 kg/m) (%),10.9,7.2
Women who have high risk waist-to-hip ratio (≥0.85) (%),52.9,na
Children age 6-59 months who are anaemic (<11.0 g/dl) (%),76.4,74.5
Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),60.4,64.4
Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),(61.7),64.1
All women age 15-49 years who are anaemic (%),60.5,64.4
All women age 15-19 years who are anaemic (%),76.5,64.1
Women - Blood sugar level - high (141-160 mg/dl)(%),4.2,na
Women - Blood sugar level - very high (>160 mg/dl)(%),2.5,na
Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),7.3,na
Men - Blood sugar level - high (141-160 mg/dl)(%),5.9,na
Men - Blood sugar level - very high (>160 mg/dl) (%),1.8,na
Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),8.0,na
Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),16.7,na
Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),4.4,na
Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to controlblood pressure (%),22.0,na
Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),21.7,na
Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),5.6,na
Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to controlblood pressure (%),27.7,na
Ever undergone a screening test for cervical cancer (%),0.0,na
Ever undergone a breast examination for breast cancer (%),0.0,na
Ever undergone an oral cavity examination for oral cancer (%),0.0,na
Women age 15 years and above who use any kind of tobacco (%),10.6,na
Men age 15 years and above who use any kind of tobacco (%),46.3,na
Women age 15 years and above who consume alcohol (%),7.0,na
Men age 15 years and above who consume alcohol (%),37.4,na
