,Indicator,NFHS_5,NFHS_4
78,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),4.7,1.9
80,Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%),64.7,68.2
82,Children under age 3 years breastfed within one hour of birth (%),36.3,25.3
83,Children under age 6 months exclusively breastfed (%),(79.1),(64.7)
84,Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,*
85,Breastfeeding children age 6-23 months receiving an adequate diet (%),10.6,11.6
86,Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,(4.4)
87,Total children age 6-23 months receiving an adequate diet (%),13.1,10.2
88,Children under 5 years who are stunted (height-for-age) (%),36.8,42.0
89,Children under 5 years who are wasted (weight-for-height) (%),20.4,25.7
90,Children under 5 years who are severely wasted (weight-for-height) (%),7.6,5.5
91,Children under 5 years who are underweight (weight-for-age) (%),30.7,44.7
92,Children under 5 years who are overweight (weight-for-height) (%),4.5,0.7
94,Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),22.5,28.7
95,Women who are overweight or obese (BMI ≥25.0 kg/m) (%),19.2,14.6
96,Women who have high risk waist-to-hip ratio (≥0.85) (%),29.6,na
98,Children age 6-59 months who are anaemic (<11.0 g/dl) (%),79.4,65.8
99,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),51.8,47.1
100,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),(37.3),60.2
101,All women age 15-49 years who are anaemic (%),51.3,47.8
102,All women age 15-19 years who are anaemic (%),59.0,43.0
105,Women - Blood sugar level - high (141-160 mg/dl)(%),4.0,na
106,Women - Blood sugar level - very high (>160 mg/dl)(%),2.9,na
107,Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),7.9,na
109,Men - Blood sugar level - high (141-160 mg/dl)(%),5.2,na
110,Men - Blood sugar level - very high (>160 mg/dl) (%),3.5,na
111,Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),9.3,na
114,Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),14.3,na
115,Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),7.6,na
117,Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),24.4,na
119,Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),18.3,na
120,Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),9.0,na
122,Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),28.6,na
124,Ever undergone a screening test for cervical cancer (%),0.2,na
125,Ever undergone a breast examination for breast cancer (%),0.0,na
126,Ever undergone an oral cavity examination for oral cancer (%),0.8,na
128,Women age 15 years and above who use any kind of tobacco (%),7.3,na
129,Men age 15 years and above who use any kind of tobacco (%),42.1,na
130,Women age 15 years and above who consume alcohol (%),0.5,na
131,Men age 15 years and above who consume alcohol (%),15.4,na
