,Indicator,NFHS-5,NFHS-4
36,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),99.7,94.7
37,days of delivery (%),93.3,70.1
38,Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"1,878","1,311"
39,Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*,(3.2)
40,days of delivery (%),92.9,na
41,Institutional births (%),97.5,86.7
42,Institutional births in public facility (%),86.7,73.2
43,Home births that were conducted by skilled health personnel (%),1.2,3.5
44,Births attended by skilled health personnel (%),97.0,80.5
45,Births delivered by caesarean section (%),13.5,6.9
46,Births in a private health facility that were delivered by caesarean section (%),(43.9),18.1
47,Births in a public health facility that were delivered by caesarean section (%),10.1,6.1
48,mother's recall (%),88.7,47.0
49,Children age 12-23 months fully vaccinated based on information from vaccination card only (%),87.9,(78.5)
50,Children age 12-23 months who have received BCG (%),100.0,88.6
51,Children age 12-23 months who have received 3 doses of polio vaccine (%),88.7,57.7
52,Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),93.2,66.4
53,Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),91.4,71.4
54,Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),34.2,na
55,Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),87.9,na
56,Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),93.2,51.4
57,Children age 9-35 months who received a vitamin A dose in the last 6 months (%),76.1,69.9
58,Children age 12-23 months who received most of their vaccinations in a public health facility (%),98.3,100.0
59,Children age 12-23 months who received most of their vaccinations in a private health facility (%),1.8,0.0
60,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),4.8,12.9
61,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,(67.4)
62,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,(27.9)
63,Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,(79.3)
64,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),0.9,5.1
65,health provider (%),*,84.3
66,Children under age 3 years breastfed within one hour of birth (%),43.2,21.4
67,Children under age 6 months exclusively breastfed (%),(83.0),(60.3)
68,Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,*
69,Breastfeeding children age 6-23 months receiving an adequate diet (%),4.3,7.9
70,Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
71,Total children age 6-23 months receiving an adequate diet (%),3.3,6.3
72,Children under 5 years who are stunted (height-for-age) (%),33.0,36.3
73,Children under 5 years who are wasted (weight-for-height) (%),13.1,24.6
74,Children under 5 years who are severely wasted (weight-for-height) (%),5.4,8.2
75,Children under 5 years who are underweight (weight-for-age) (%),27.7,39.2
76,Children under 5 years who are overweight (weight-for-height) (%),2.5,1.2
77,Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),18.8,31.1
78,Women who are overweight or obese (BMI ≥25.0 kg/m) (%),20.1,14.3
79,Women who have high risk waist-to-hip ratio (≥0.85) (%),42.9,na
80,Children age 6-59 months who are anaemic (<11.0 g/dl) (%),77.2,68.8
81,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),50.6,48.9
82,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),(42.0),(57.1)
83,All women age 15-49 years who are anaemic (%),50.3,49.2
84,All women age 15-19 years who are anaemic (%),57.7,48.3
85,Blood sugar level - high (141-160 mg/dl)(%),5.3,na
86,Blood sugar level - very high (>160 mg/dl)(%),4.0,na
87,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),9.8,na
88,Blood sugar level - high (141-160 mg/dl)(%),5.6,na
89,Blood sugar level - very high (>160 mg/dl) (%),3.8,na
90,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),10.0,na
91,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),17.4,na
92,Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),7.0,na
93,blood pressure (%),26.0,na
94,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),19.5,na
95,Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),7.1,na
96,blood pressure (%),28.5,na
97,Ever undergone a screening test for cervical cancer (%),0.3,na
98,Ever undergone a breast examination for breast cancer (%),0.2,na
99,Ever undergone an oral cavity examination for oral cancer (%),0.0,na
100,Women age 15 years and above who use any kind of tobacco (%),3.0,na
101,Men age 15 years and above who use any kind of tobacco (%),31.1,na
102,Women age 15 years and above who consume alcohol (%),0.4,na
103,Men age 15 years and above who consume alcohol (%),9.1,na
