,Indicator,NFHS-5,NFHS-4
49,Children age 12-23 months fully vaccinated based on information from vaccination card only (%),92.6,67.5
50,Children age 12-23 months who have received BCG (%),97.1,90.8
51,Children age 12-23 months who have received 3 doses of polio vaccine (%),91.7,55.7
52,Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),94.2,67.9
53,Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),92.9,70.0
54,Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),29.9,na
55,Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),92.9,na
56,Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),92.9,44.5
57,Children age 9-35 months who received a vitamin A dose in the last 6 months (%),81.8,58.9
58,Children age 12-23 months who received most of their vaccinations in a public health facility (%),98.4,95.7
59,Children age 12-23 months who received most of their vaccinations in a private health facility (%),1.6,4.3
60,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),6.2,6.9
61,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,59.1
62,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,18.6
63,Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,68.4
64,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),3.0,1.7
65,health provider (%),(57.7),72.6
66,Children under age 3 years breastfed within one hour of birth (%),28.0,42.2
67,Children under age 6 months exclusively breastfed (%),(69.4),48.7
68,Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,(15.7)
69,Breastfeeding children age 6-23 months receiving an adequate diet (%),19.7,2.4
70,Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,(12.1)
71,Total children age 6-23 months receiving an adequate diet (%),16.8,4.0
72,Children under 5 years who are stunted (height-for-age) (%),38.7,50.0
73,Children under 5 years who are wasted (weight-for-height) (%),27.9,20.1
74,Children under 5 years who are severely wasted (weight-for-height) (%),13.1,6.7
75,Children under 5 years who are underweight (weight-for-age) (%),47.2,46.1
76,Children under 5 years who are overweight (weight-for-height) (%),3.2,1.3
77,Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),20.9,28.4
78,Women who are overweight or obese (BMI ≥25.0 kg/m) (%),12.2,16.3
79,Women who have high risk waist-to-hip ratio (≥0.85) (%),36.2,na
80,Children age 6-59 months who are anaemic (<11.0 g/dl) (%),77.9,80.2
81,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),58.0,66.3
82,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),(36.4),64.5
83,All women age 15-49 years who are anaemic (%),57.3,66.3
84,All women age 15-19 years who are anaemic (%),66.5,74.3
85,Blood sugar level - high (141-160 mg/dl)(%),3.5,na
86,Blood sugar level - very high (>160 mg/dl)(%),2.7,na
87,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),7.1,na
88,Blood sugar level - high (141-160 mg/dl)(%),5.2,na
89,Blood sugar level - very high (>160 mg/dl) (%),3.3,na
90,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),9.1,na
91,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),8.7,na
92,Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),3.1,na
93,blood pressure (%),13.9,na
94,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),10.7,na
95,Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),3.5,na
96,blood pressure (%),15.9,na
97,Ever undergone a screening test for cervical cancer (%),0.9,na
98,Ever undergone a breast examination for breast cancer (%),0.2,na
99,Ever undergone an oral cavity examination for oral cancer (%),0.2,na
100,Women age 15 years and above who use any kind of tobacco (%),9.5,na
101,Men age 15 years and above who use any kind of tobacco (%),35.4,na
102,Women age 15 years and above who consume alcohol (%),1.0,na
103,Men age 15 years and above who consume alcohol (%),13.7,na
