,Indicator,NFHS-5,NFHS-4
94,Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),15.2,na
95,Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),4.3,na
96,Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to controlblood pressure (%),21.3,na
97,Ever undergone a screening test for cervical cancer (%),2.2,na
98,Ever undergone a breast examination for breast cancer (%),1.5,na
99,Ever undergone an oral cavity examination for oral cancer (%),1.5,na
100,Women age 15 years and above who use any kind of tobacco (%),4.6,na
101,Men age 15 years and above who use any kind of tobacco (%),36.3,na
102,Women age 15 years and above who consume alcohol (%),0.2,na
103,Men age 15 years and above who consume alcohol (%),14.4,na
