,Indicator,NFHS-5,NFHS-4
46,Births in a private health facility that were delivered by caesarean section (%),*,(57.6)
47,Births in a public health facility that were delivered by caesarean section (%),14.5,12.0
48,mother's recall (%),(75.8),64.6
49,Children age 12-23 months fully vaccinated based on information from vaccination card only (%),(82.0),67.9
50,Children age 12-23 months who have received BCG (%),(94.3),92.4
51,Children age 12-23 months who have received 3 doses of polio vaccine (%),(89.8),75.6
52,Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),(78.1),91.3
53,Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),(91.8),85.9
54,Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),(24.3),na
55,Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),(78.5),na
56,Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),(80.4),76.8
57,Children age 9-35 months who received a vitamin A dose in the last 6 months (%),94.7,72.9
58,Children age 12-23 months who received most of their vaccinations in a public health facility (%),(100.0),100.0
59,Children age 12-23 months who received most of their vaccinations in a private health facility (%),(0.0),0.0
60,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),1.7,5.6
61,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,*
62,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,*
63,Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,*
64,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),0.0,1.7
65,health provider (%),*,(85.8)
66,Children under age 3 years breastfed within one hour of birth (%),23.0,52.2
67,Children under age 6 months exclusively breastfed (%),*,(67.6)
68,Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,*
69,Breastfeeding children age 6-23 months receiving an adequate diet (%),11.2,8.2
70,Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
71,Total children age 6-23 months receiving an adequate diet (%),9.7,7.9
72,Children under 5 years who are stunted (height-for-age) (%),41.9,32.1
73,Children under 5 years who are wasted (weight-for-height) (%),20.5,32.4
74,Children under 5 years who are severely wasted (weight-for-height) (%),5.4,8.9
75,Children under 5 years who are underweight (weight-for-age) (%),44.9,41.5
76,Children under 5 years who are overweight (weight-for-height) (%),1.0,0.3
77,Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),30.2,42.4
78,Women who are overweight or obese (BMI ≥25.0 kg/m) (%),4.3,7.4
79,Women who have high risk waist-to-hip ratio (≥0.85) (%),50.5,na
80,Children age 6-59 months who are anaemic (<11.0 g/dl) (%),56.8,69.2
81,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),61.0,68.8
82,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),*,(62.2)
83,All women age 15-49 years who are anaemic (%),60.6,68.6
84,All women age 15-19 years who are anaemic (%),56.7,64.3
85,Blood sugar level - high (141-160 mg/dl)(%),7.1,na
86,Blood sugar level - very high (>160 mg/dl)(%),2.3,na
87,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),9.7,na
88,Blood sugar level - high (141-160 mg/dl)(%),8.7,na
89,Blood sugar level - very high (>160 mg/dl) (%),2.5,na
90,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),12.0,na
91,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),15.4,na
92,Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),4.6,na
93,blood pressure (%),22.3,na
94,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),17.7,na
95,Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),3.2,na
96,blood pressure (%),21.9,na
97,Ever undergone a screening test for cervical cancer (%),0.2,na
98,Ever undergone a breast examination for breast cancer (%),0.0,na
99,Ever undergone an oral cavity examination for oral cancer (%),0.1,na
100,Women age 15 years and above who use any kind of tobacco (%),20.2,na
101,Men age 15 years and above who use any kind of tobacco (%),49.9,na
102,Women age 15 years and above who consume alcohol (%),2.8,na
103,Men age 15 years and above who consume alcohol (%),27.2,na
