,Indicator,NFHS-5,NFHS-4
81,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),57.5,48.5
82,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),*,(54.1)
83,All women age 15-49 years who are anaemic (%),57.3,48.8
84,All women age 15-19 years who are anaemic (%),65.1,50.1
85,Blood sugar level - high (141-160 mg/dl)(%),5.6,na
86,Blood sugar level - very high (>160 mg/dl)(%),4.5,na
87,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),10.4,na
88,Blood sugar level - high (141-160 mg/dl)(%),8.3,na
89,Blood sugar level - very high (>160 mg/dl) (%),5.2,na
90,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),15.1,na
91,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),10.0,na
92,Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),4.1,na
93,blood pressure (%),16.2,na
94,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),11.7,na
95,Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),3.1,na
96,blood pressure (%),16.3,na
97,Ever undergone a screening test for cervical cancer (%),3.0,na
98,Ever undergone a breast examination for breast cancer (%),2.8,na
99,Ever undergone an oral cavity examination for oral cancer (%),3.3,na
100,Women age 15 years and above who use any kind of tobacco (%),6.3,na
101,Men age 15 years and above who use any kind of tobacco (%),55.9,na
102,Women age 15 years and above who consume alcohol (%),0.1,na
103,Men age 15 years and above who consume alcohol (%),21.7,na
