Indicator,NFHS-5
Births attended by skilled health personnel (%),95.4
Births delivered by caesarean section (%),10.4
Births in a private health facility that were delivered by caesarean section (%),(46.8)
Births in a public health facility that were delivered by caesarean section (%),6.9
Children age 12-23 months fully vaccinated based on information from either vaccination card or mother's recall (%),90.0
Children age 12-23 months fully vaccinated based on information from vaccination card only (%),89.2
Children age 12-23 months who have received BCG (%),98.6
Children age 12-23 months who have received 3 doses of polio vaccine (%),91.4
Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),97.2
Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),97.5
Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),49.8
Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),70.6
Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),96.0
Children age 9-35 months who received a vitamin A dose in the last 6 months (%),73.0
Children age 12-23 months who received most of their vaccinations in a public health facility (%),100.0
Children age 12-23 months who received most of their vaccinations in a private health facility (%),0.0
Prevalence of diarrhoea in the 2 weeks preceding the survey (%),4.0
Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*
Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*
Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*
Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),1.8
Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility orhealth provider (%),77.2
Children under age 3 years breastfed within one hour of birth (%),43.4
Children under age 6 months exclusively breastfed (%),(79.5)
Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*
Breastfeeding children age 6-23 months receiving an adequate diet (%),7.2
Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*
Total children age 6-23 months receiving an adequate diet (%),8.2
Children under 5 years who are stunted (height-for-age) (%),27.8
Children under 5 years who are wasted (weight-for-height) (%),23.4
Children under 5 years who are severely wasted (weight-for-height) (%),9.7
Children under 5 years who are underweight (weight-for-age) (%),27.6
Children under 5 years who are overweight (weight-for-height) (%),2.5
Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),23.1
Women who are overweight or obese (BMI ≥25.0 kg/m) (%),16.0
Women who have high risk waist-to-hip ratio (≥0.85) (%),32.6
Children age 6-59 months who are anaemic (<11.0 g/dl) (%),76.1
Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),45.9
Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),(44.5)
All women age 15-49 years who are anaemic (%),45.8
All women age 15-19 years who are anaemic (%),51.4
Women - Blood sugar level - high (141-160 mg/dl)(%),3.4
Women - Blood sugar level - very high (>160 mg/dl)(%),2.6
Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),7.0
Men - Blood sugar level - high (141-160 mg/dl)(%),4.5
Men - Blood sugar level - very high (>160 mg/dl) (%),2.4
Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),7.5
Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),14.7
Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),6.8
Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control bloodpressure (%),23.3
Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),17.5
Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),7.2
Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control bloodpressure (%),26.1
Ever undergone a screening test for cervical cancer (%),1.0
Ever undergone a breast examination for breast cancer (%),0.7
Ever undergone an oral cavity examination for oral cancer (%),0.9
Women age 15 years and above who use any kind of tobacco (%),5.3
Men age 15 years and above who use any kind of tobacco (%),46.6
Women age 15 years and above who consume alcohol (%),0.3
Men age 15 years and above who consume alcohol (%),11.6
