Indicator,NFHS-5,NFHS-4
Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),94.6,23.8
Children age 9-35 months who received a vitamin A dose in the last 6 months (%),71.0,56.2
Children age 12-23 months who received most of their vaccinations in a public health facility (%),100.0,99.0
Children age 12-23 months who received most of their vaccinations in a private health facility (%),0.0,1.0
Prevalence of diarrhoea in the 2 weeks preceding the survey (%),2.5,11.4
Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,52.2
Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,17.9
Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,79.1
Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),1.3,2.0
Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility orhealth provider (%),*,62.6
Children under age 3 years breastfed within one hour of birth (%),36.5,21.0
Children under age 6 months exclusively breastfed (%),67.3,55.8
Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,(26.8)
Breastfeeding children age 6-23 months receiving an adequate diet (%),16.3,4.8
Non-breastfeeding children age 6-23 months receiving an adequate diet (%),(13.6),(18.2)
Total children age 6-23 months receiving an adequate diet (%),15.7,7.5
Children under 5 years who are stunted (height-for-age) (%),49.3,45.6
Children under 5 years who are wasted (weight-for-height) (%),17.9,24.4
Children under 5 years who are severely wasted (weight-for-height) (%),5.6,9.0
Children under 5 years who are underweight (weight-for-age) (%),41.7,43.6
Children under 5 years who are overweight (weight-for-height) (%),1.1,2.2
Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),29.2,30.4
Women who are overweight or obese (BMI ≥25.0 kg/m) (%),11.6,9.9
Women who have high risk waist-to-hip ratio (≥0.85) (%),44.5,na
Children age 6-59 months who are anaemic (<11.0 g/dl) (%),80.1,72.4
Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),58.7,57.8
Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),60.3,74.2
All women age 15-49 years who are anaemic (%),58.8,58.8
All women age 15-19 years who are anaemic (%),63.7,64.2
Women - Blood sugar level - high (141-160 mg/dl)(%),5.7,na
Women - Blood sugar level - very high (>160 mg/dl)(%),3.3,na
Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),9.3,na
Men - Blood sugar level - high (141-160 mg/dl)(%),6.6,na
Men - Blood sugar level - very high (>160 mg/dl) (%),4.5,na
Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),11.2,na
Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),16.9,na
Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),5.5,na
Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to controlblood pressure (%),23.5,na
Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),18.2,na
Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),5.0,na
Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to controlblood pressure (%),23.7,na
Ever undergone a screening test for cervical cancer (%),1.6,na
Ever undergone a breast examination for breast cancer (%),0.7,na
Ever undergone an oral cavity examination for oral cancer (%),1.1,na
Women age 15 years and above who use any kind of tobacco (%),4.2,na
Men age 15 years and above who use any kind of tobacco (%),35.2,na
Women age 15 years and above who consume alcohol (%),1.1,na
Men age 15 years and above who consume alcohol (%),22.0,na
