Indicator,NFHS-5,NFHS-4
Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),16.5,23.2
Women who are overweight or obese (BMI ≥25.0 kg/m) (%),18.2,15.4
Women who have high risk waist-to-hip ratio (≥0.85) (%),57.5,na
Children age 6-59 months who are anaemic (<11.0 g/dl) (%),78.0,54.5
Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),61.7,40.8
Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),(60.5),44.1
All women age 15-49 years who are anaemic (%),61.7,40.9
All women age 15-19 years who are anaemic (%),65.3,41.8
Women - Blood sugar level - high (141-160 mg/dl)(%),6.4,na
Women - Blood sugar level - very high (>160 mg/dl)(%),5.7,na
Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),12.4,na
Men - Blood sugar level - high (141-160 mg/dl)(%),7.5,na
Men - Blood sugar level - very high (>160 mg/dl) (%),6.4,na
Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),14.4,na
Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),12.7,na
Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),3.7,na
Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to controlblood pressure (%),17.6,na
Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),14.9,na
Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),4.2,na
Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to controlblood pressure (%),20.1,na
Ever undergone a screening test for cervical cancer (%),0.3,na
Ever undergone a breast examination for breast cancer (%),0.0,na
Ever undergone an oral cavity examination for oral cancer (%),0.2,na
Women age 15 years and above who use any kind of tobacco (%),7.6,na
Men age 15 years and above who use any kind of tobacco (%),55.3,na
Women age 15 years and above who consume alcohol (%),0.6,na
Men age 15 years and above who consume alcohol (%),17.6,na
