,Indicator,NFHS-5,NFHS-4
65,Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility orhealth provider (%),*,80.4
66,Children under age 3 years breastfed within one hour of birth (%),49.2,26.9
67,Children under age 6 months exclusively breastfed (%),(72.9),26.4
68,Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,(40.7)
69,Breastfeeding children age 6-23 months receiving an adequate diet (%),11.3,2.7
70,Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,0.0
71,Total children age 6-23 months receiving an adequate diet (%),11.6,2.1
72,Children under 5 years who are stunted (height-for-age) (%),40.1,42.8
73,Children under 5 years who are wasted (weight-for-height) (%),12.4,28.0
74,Children under 5 years who are severely wasted (weight-for-height) (%),2.4,11.1
75,Children under 5 years who are underweight (weight-for-age) (%),33.0,48.5
76,Children under 5 years who are overweight (weight-for-height) (%),0.7,1.1
77,Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),20.4,22.2
78,Women who are overweight or obese (BMI ≥25.0 kg/m) (%),26.1,14.1
79,Women who have high risk waist-to-hip ratio (≥0.85) (%),38.8,na
80,Children age 6-59 months who are anaemic (<11.0 g/dl) (%),78.4,68.6
81,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),62.5,57.8
82,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),(63.6),49.4
83,All women age 15-49 years who are anaemic (%),62.5,57.4
84,All women age 15-19 years who are anaemic (%),66.6,60.6
85,Women - Blood sugar level - high (141-160 mg/dl)(%),4.9,na
86,Women - Blood sugar level - very high (>160 mg/dl)(%),5.6,na
87,Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),11.1,na
88,Men - Blood sugar level - high (141-160 mg/dl)(%),5.1,na
89,Men - Blood sugar level - very high (>160 mg/dl) (%),7.1,na
90,Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),13.0,na
91,Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),12.6,na
92,Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),4.9,na
93,Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to controlblood pressure (%),19.9,na
94,Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),16.9,na
95,Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),6.3,na
96,Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to controlblood pressure (%),25.1,na
97,Ever undergone a screening test for cervical cancer (%),0.2,na
98,Ever undergone a breast examination for breast cancer (%),0.0,na
99,Ever undergone an oral cavity examination for oral cancer (%),1.5,na
100,Women age 15 years and above who use any kind of tobacco (%),4.6,na
101,Men age 15 years and above who use any kind of tobacco (%),30.2,na
102,Women age 15 years and above who consume alcohol (%),0.2,na
103,Men age 15 years and above who consume alcohol (%),11.3,na
