,Indicator,NFHS-5,NFHS-4
38,Average out-of-pocket expenditure per delivery in a public health facility (Rs.),454,837
39,Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),(29.0),2.7
40,Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),86.2,na
41,Institutional births (%),87.6,76.0
42,Institutional births in public facility (%),80.8,62.7
43,Home births that were conducted by skilled health personnel (%),4.6,2.4
44,Births attended by skilled health personnel (%),83.5,76.1
45,Births delivered by caesarean section (%),10.8,9.9
46,Births in a private health facility that were delivered by caesarean section (%),*,(54.5)
47,Births in a public health facility that were delivered by caesarean section (%),7.8,4.2
48,Children age 12-23 months fully vaccinated based on information from either vaccination card ormother's recall (%),80.9,69.1
49,Children age 12-23 months fully vaccinated based on information from vaccination card only (%),83.6,(87.1)
50,Children age 12-23 months who have received BCG (%),94.9,97.5
51,Children age 12-23 months who have received 3 doses of polio vaccine (%),91.0,72.9
52,Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),88.1,90.8
53,Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),91.6,96.2
54,Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),46.2,na
55,Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),86.4,na
56,Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),86.4,68.9
57,Children age 9-35 months who received a vitamin A dose in the last 6 months (%),93.1,79.0
58,Children age 12-23 months who received most of their vaccinations in a public health facility (%),100.0,91.7
59,Children age 12-23 months who received most of their vaccinations in a private health facility (%),0.0,6.7
60,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),5.3,13.6
61,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,(45.5)
62,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,(20.4)
63,Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,(55.0)
64,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),0.3,2.9
65,Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility orhealth provider (%),(67.8),(67.2)
66,Children under age 3 years breastfed within one hour of birth (%),59.8,49.2
67,Children under age 6 months exclusively breastfed (%),(65.1),*
68,Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,*
69,Breastfeeding children age 6-23 months receiving an adequate diet (%),6.9,7.3
70,Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
71,Total children age 6-23 months receiving an adequate diet (%),9.9,6.6
72,Children under 5 years who are stunted (height-for-age) (%),30.8,34.7
73,Children under 5 years who are wasted (weight-for-height) (%),21.7,34.1
74,Children under 5 years who are severely wasted (weight-for-height) (%),4.5,11.1
75,Children under 5 years who are underweight (weight-for-age) (%),31.4,45.0
76,Children under 5 years who are overweight (weight-for-height) (%),0.0,0.6
77,Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),24.7,27.2
78,Women who are overweight or obese (BMI ≥25.0 kg/m) (%),17.7,12.2
79,Women who have high risk waist-to-hip ratio (≥0.85) (%),36.6,na
80,Children age 6-59 months who are anaemic (<11.0 g/dl) (%),57.8,61.5
81,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),55.8,53.8
82,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),(65.8),(59.7)
83,All women age 15-49 years who are anaemic (%),56.2,54.1
84,All women age 15-19 years who are anaemic (%),56.6,57.5
85,Women - Blood sugar level - high (141-160 mg/dl)(%),7.2,na
86,Women - Blood sugar level - very high (>160 mg/dl)(%),5.2,na
87,Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),13.6,na
88,Men - Blood sugar level - high (141-160 mg/dl)(%),7.2,na
89,Men - Blood sugar level - very high (>160 mg/dl) (%),6.8,na
90,Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),14.7,na
91,Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),11.5,na
92,Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),3.9,na
93,Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to controlblood pressure (%),17.8,na
94,Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),15.6,na
95,Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),4.7,na
96,Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to controlblood pressure (%),21.6,na
97,Ever undergone a screening test for cervical cancer (%),0.4,na
98,Ever undergone a breast examination for breast cancer (%),0.2,na
99,Ever undergone an oral cavity examination for oral cancer (%),0.2,na
100,Women age 15 years and above who use any kind of tobacco (%),11.9,na
101,Men age 15 years and above who use any kind of tobacco (%),45.7,na
102,Women age 15 years and above who consume alcohol (%),3.1,na
103,Men age 15 years and above who consume alcohol (%),20.5,na
